"ENTITY_CD","OVERALL_STATUS"
"342500010164","Good Standing"
"342500010165","Good Standing"
"342500010169","Good Standing"
"342500010184","Good Standing"
"342500010185","Good Standing"
"342500010189","Good Standing"
"342500010193","Good Standing"
"342500010194","Good Standing"
"342500010200","Good Standing"
"342500010201","Good Standing"
"342500010209","Good Standing"
"342500010214","Good Standing"
"342500010219","Good Standing"
"342500010237","Good Standing"
"342500010242","Good Standing"
"342500010244","Good Standing"
"342500010250","Good Standing"
"342500010294","Good Standing"
"342500010379","Good Standing"
"342500011240","Good Standing"
"342500011241","Good Standing"
"342500011252","Good Standing"
"342500011263","Targeted Support and Improvement"
"342500011281","Good Standing"
"342500011285","Good Standing"
"342500011425","Good Standing"
"342500011460","Targeted Support and Improvement"
"342500011499","Good Standing"
"342500011525","Good Standing"
"342500011540","Targeted Support and Improvement"
"342500011670","Good Standing"
"342500011792","Comprehensive Support and Improvement"
"342500861133","Good Standing"
"342600010000","Good Standing"
"342600010018","Good Standing"
"342600010026","Good Standing"
"342600010031","Good Standing"
"342600010041","Good Standing"
"342600010046","Good Standing"
"342600010067","Good Standing"
"342600010074","Good Standing"
"342600010094","Good Standing"
"342600010098","Good Standing"
"342600010115","Good Standing"
"342600010133","Good Standing"
"342600010158","Good Standing"
"342600010159","Good Standing"
"342600010162","Good Standing"
"342600010172","Good Standing"
"342600010173","Good Standing"
"342600010178","Good Standing"
"342600010186","Good Standing"
"342600010188","Good Standing"
"342600010191","Good Standing"
"342600010203","Good Standing"
"342600010205","Good Standing"
"342600010213","Good Standing"
"342600010216","Good Standing"
"342600010221","Good Standing"
"342600010266","Good Standing"
"342600010376","Good Standing"
"342600011315","Good Standing"
"342600011415","Good Standing"
"342600011430","Good Standing"
"342600011435","Good Standing"
"342600011495","Good Standing"
"342600011566","Good Standing"
"342700010000","Target District"
"342700010042","Good Standing"
"342700010043","Good Standing"
"342700010045","Good Standing"
"342700010047","Good Standing"
"342700010051","Good Standing"
"342700010053","Good Standing"
"342700010056","Good Standing"
"342700010060","Good Standing"
"342700010062","Good Standing"
"342700010063","Good Standing"
"342700010064","Good Standing"
"342700010065","Good Standing"
"342700010066","Good Standing"
"342700010090","Good Standing"
"342700010096","Good Standing"
"342700010097","Good Standing"
"342700010100","Good Standing"
"342700010104","Good Standing"
"342700010105","Good Standing"
"342700010106","Good Standing"
"342700010108","Good Standing"
"342700010114","Good Standing"
"342700010123","Good Standing"
"342700010124","Good Standing"
"342700010137","Good Standing"
"342700010146","Good Standing"
"342700010155","Good Standing"
"342700010183","Good Standing"
"342700010197","Good Standing"
"342700010202","Good Standing"
"342700010207","Good Standing"
"342700010210","Good Standing"
"342700010223","Good Standing"
"342700010226","Targeted Support and Improvement"
"342700010232","Good Standing"
"342700010253","Good Standing"
"342700010254","Good Standing"
"342700010273","Good Standing"
"342700010282","Good Standing"
"342700010297","Good Standing"
"342700010306","Good Standing"
"342700010314","Good Standing"
"342700010316","Good Standing"
"342700010317","Good Standing"
"342700010318","Good Standing"
"342700010319","Good Standing"
"342700010323","Good Standing"
"342700010333","Good Standing"
"342700010362","Good Standing"
"342700010377","Good Standing"
"342700011260","Comprehensive Support and Improvement"
"342700011261","Good Standing"
"342700011262","Good Standing"
"342700011302","Good Standing"
"342700011308","Good Standing"
"342700011309","Targeted Support and Improvement"
"342700011324","Good Standing"
"342700011334","Good Standing"
"342700011351","Good Standing"
"342700011400","Good Standing"
"342700011475","Good Standing"
"342700011480","Good Standing"
"342700011650","Good Standing"
"342700860869","Good Standing"
"342700860990","Good Standing"
"342700861052","Good Standing"
"342700861054","Good Standing"
"342700861090","Good Standing"
"342700861099","Good Standing"
"342700861118","Good Standing"
"342800010000","Target District"
"342800010008","Good Standing"
"342800010040","Good Standing"
"342800010048","Good Standing"
"342800010050","Good Standing"
"342800010054","Good Standing"
"342800010055","Good Standing"
"342800010072","Targeted Support and Improvement"
"342800010080","Good Standing"
"342800010082","Good Standing"
"342800010086","Good Standing"
"342800010099","Good Standing"
"342800010101","Good Standing"
"342800010117","Good Standing"
"342800010121","Good Standing"
"342800010139","Good Standing"
"342800010140","Good Standing"
"342800010144","Good Standing"
"342800010157","Good Standing"
"342800010160","Good Standing"
"342800010161","Good Standing"
"342800010174","Good Standing"
"342800010175","Good Standing"
"342800010182","Good Standing"
"342800010190","Good Standing"
"342800010196","Good Standing"
"342800010206","Good Standing"
"342800010217","Good Standing"
"342800010220","Good Standing"
"342800010287","Good Standing"
"342800010303","Good Standing"
"342800010312","Good Standing"
"342800010332","Good Standing"
"342800010349","Good Standing"
"342800010354","Good Standing"
"342800010358","Good Standing"
"342800011167","Targeted Support and Improvement"
"342800011284","Good Standing"
"342800011310","Good Standing"
"342800011325","Good Standing"
"342800011328","Good Standing"
"342800011338","Good Standing"
"342800011350","Good Standing"
"342800011440","Good Standing"
"342800011505","Good Standing"
"342800011620","Good Standing"
"342800011680","Good Standing"
"342800011686","Good Standing"
"342800011687","Good Standing"
"342800011690","Good Standing"
"342800011896","Good Standing"
"342800860824","Good Standing"
"342800860969","Good Standing"
"342900010000","Target District"
"342900010015","Good Standing"
"342900010033","Good Standing"
"342900010034","Good Standing"
"342900010035","Good Standing"
"342900010036","Good Standing"
"342900010037","Good Standing"
"342900010038","Good Standing"
"342900010052","Targeted Support and Improvement"
"342900010059","Targeted Support and Improvement"
"342900010095","Good Standing"
"342900010109","Good Standing"
"342900010116","Good Standing"
"342900010118","Good Standing"
"342900010131","Good Standing"
"342900010132","Good Standing"
"342900010134","Good Standing"
"342900010135","Good Standing"
"342900010136","Good Standing"
"342900010138","Good Standing"
"342900010147","Good Standing"
"342900010156","Good Standing"
"342900010176","Good Standing"
"342900010181","Good Standing"
"342900010192","Good Standing"
"342900010195","Good Standing"
"342900010208","Good Standing"
"342900010238","Targeted Support and Improvement"
"342900010251","Good Standing"
"342900010268","Good Standing"
"342900010270","Good Standing"
"342900010289","Comprehensive Support and Improvement"
"342900010295","Good Standing"
"342900010355","Good Standing"
"342900010356","Good Standing"
"342900010360","Good Standing"
"342900011243","Good Standing"
"342900011248","Good Standing"
"342900011259","Good Standing"
"342900011265","Good Standing"
"342900011272","Good Standing"
"342900011283","Good Standing"
"342900011313","Good Standing"
"342900011326","Good Standing"
"342900011327","Comprehensive Support and Improvement"
"342900011492","Good Standing"
"342900011498","Good Standing"
"342900860821","Good Standing"
"342900860974","Good Standing"
"342900861077","Good Standing"
"342900861078","Good Standing"
"343000010000","Target District"
"343000010002","Good Standing"
"343000010010","Good Standing"
"343000010011","Good Standing"
"343000010017","Good Standing"
"343000010069","Good Standing"
"343000010070","Good Standing"
"343000010076","Good Standing"
"343000010078","Good Standing"
"343000010084","Good Standing"
"343000010085","Good Standing"
"343000010092","Good Standing"
"343000010111","Good Standing"
"343000010112","Good Standing"
"343000010122","Good Standing"
"343000010126","Good Standing"
"343000010127","Good Standing"
"343000010141","Good Standing"
"343000010145","Good Standing"
"343000010148","Good Standing"
"343000010149","Good Standing"
"343000010150","Good Standing"
"343000010151","Good Standing"
"343000010152","Good Standing"
"343000010166","Good Standing"
"343000010171","Good Standing"
"343000010204","Good Standing"
"343000010212","Good Standing"
"343000010222","Good Standing"
"343000010228","Good Standing"
"343000010230","Good Standing"
"343000010234","Good Standing"
"343000010235","Good Standing"
"343000010280","Good Standing"
"343000010291","Good Standing"
"343000010300","Good Standing"
"343000010329","Good Standing"
"343000010361","Good Standing"
"343000010384","Good Standing"
"343000011227","Good Standing"
"343000011258","Good Standing"
"343000011286","Good Standing"
"343000011301","Good Standing"
"343000011445","Targeted Support and Improvement"
"343000011450","Good Standing"
"343000011501","Good Standing"
"343000011502","Good Standing"
"343000011555","Good Standing"
"343000011575","Good Standing"
"343000011580","Good Standing"
"343000860822","Good Standing"
"343000860836","Good Standing"
"343000860932","Good Standing"
"343000860952","Good Standing"
"343000860998","Good Standing"
"353100010000","Target District"
"353100010001","Good Standing"
"353100010002","Good Standing"
"353100010003","Good Standing"
"353100010004","Good Standing"
"353100010005","Good Standing"
"353100010006","Good Standing"
"353100010007","Good Standing"
"353100010008","Good Standing"
"353100010009","Good Standing"
"353100010010","Good Standing"
"353100010011","Good Standing"
"353100010013","Good Standing"
"353100010016","Good Standing"
"353100010018","Good Standing"
"353100010019","Good Standing"
"353100010020","Good Standing"
"353100010021","Good Standing"
"353100010022","Good Standing"
"353100010023","Good Standing"
"353100010024","Good Standing"
"353100010026","Good Standing"
"353100010027","Good Standing"
"353100010028","Good Standing"
"353100010029","Good Standing"
"353100010030","Good Standing"
"353100010031","Comprehensive Support and Improvement"
"353100010032","Good Standing"
"353100010034","Good Standing"
"353100010035","Good Standing"
"353100010036","Good Standing"
"353100010038","Good Standing"
"353100010039","Good Standing"
"353100010041","Good Standing"
"353100010042","Good Standing"
"353100010044","Targeted Support and Improvement"
"353100010045","Good Standing"
"353100010046","Good Standing"
"353100010048","Good Standing"
"353100010049","Targeted Support and Improvement"
"353100010050","Good Standing"
"353100010051","Good Standing"
"353100010052","Good Standing"
"353100010053","Good Standing"
"353100010054","Good Standing"
"353100010055","Good Standing"
"353100010056","Good Standing"
"353100010057","Good Standing"
"353100010058","Good Standing"
"353100010059","Good Standing"
"353100010060","Good Standing"
"353100010061","Good Standing"
"353100010062","Good Standing"
"353100010063","Good Standing"
"353100010065","Good Standing"
"353100010068","Good Standing"
"353100010069","Good Standing"
"353100010072","Good Standing"
"353100010074","Good Standing"
"353100010075","Good Standing"
"353100010078","Good Standing"
"353100010861","Good Standing"
"353100011047","Good Standing"
"353100011064","Good Standing"
"353100011080","Good Standing"
"353100011440","Good Standing"
"353100011445","Good Standing"
"353100011450","Good Standing"
"353100011455","Good Standing"
"353100011460","Good Standing"
"353100011470","Good Standing"
"353100011600","Good Standing"
"353100011605","Good Standing"
"353100860959","Good Standing"
"353100860984","Good Standing"
"353100861083","Good Standing"
"353100861136","Good Standing"
"400301060000","Good Standing"
"400301060002","Good Standing"
"400301060003","Good Standing"
"400301060005","Good Standing"
"400301060006","Good Standing"
"400400010000","Target District"
"400400010001","Good Standing"
"400400010002","Good Standing"
"400400010005","Good Standing"
"400400010007","Good Standing"
"400400010009","Targeted Support and Improvement"
"400400010010","Comprehensive Support and Improvement"
"400400010011","Good Standing"
"400601060000","Good Standing"
"400601060002","Good Standing"
"400601060006","Good Standing"
"400601060008","Good Standing"
"400701060000","Target District"
"400701060002","Good Standing"
"400701060003","Good Standing"
"400701060004","Comprehensive Support and Improvement"
"400701060005","Good Standing"
"400701060009","Good Standing"
"400701060010","Good Standing"
"400701860890","Good Standing"
"400800010000","Target District"
"400800010010","Targeted Support and Improvement"
"400800010012","Good Standing"
"400800010015","Targeted Support and Improvement"
"400800010020","Good Standing"
"400800010021","Good Standing"
"400800010022","Good Standing"
"400800010031","Good Standing"
"400800010034","Good Standing"
"400800010040","Targeted Support and Improvement"
"400800010041","Good Standing"
"400800010042","Good Standing"
"400900010000","Good Standing"
"400900010003","Good Standing"
"400900010007","Good Standing"
"400900010008","Good Standing"
"400900010009","Good Standing"
"400900010011","Good Standing"
"400900010012","Good Standing"
"401001060000","Good Standing"
"401001060001","Good Standing"
"401001060002","Good Standing"
"401001060003","Good Standing"
"401001060004","Good Standing"
"401201060000","Good Standing"
"401201060001","Good Standing"
"401201060003","Good Standing"
"401201060004","Good Standing"
"401301040000","Good Standing"
"401301040002","Good Standing"
"401301040003","Good Standing"
"401501060000","Target District"
"401501060002","Good Standing"
"401501060003","Targeted Support and Improvement"
"410401060000","Good Standing"
"410401060001","Good Standing"
"410401060002","Good Standing"
"410401060004","Good Standing"
"410401060005","Good Standing"
"410601040002","Good Standing"
"410601040006","Good Standing"
"411101060000","Target District"
"411101060001","Good Standing"
"411101060004","Targeted Support and Improvement"
"411101060005","Good Standing"
"411501060000","Good Standing"
"411501060001","Good Standing"
"411501060003","Good Standing"
"411501060004","Good Standing"
"411501060005","Good Standing"
"411501060006","Good Standing"
"411504020000","Target District"
"411504020001","Comprehensive Support and Improvement"
"411504020003","Good Standing"
"411603040000","Good Standing"
"411603040001","Good Standing"
"411603040003","Good Standing"
"411603040004","Good Standing"
"411701040000","Good Standing"
"411701040001","Good Standing"
"411701040002","Good Standing"
"411800010000","Target District"
"411800010001","Comprehensive Support and Improvement"
"411800010008","Targeted Support and Improvement"
"411800010010","Good Standing"
"411800010013","Good Standing"
"411800010014","Good Standing"
"411800010015","Comprehensive Support and Improvement"
"411800010020","Good Standing"
"411800010023","Comprehensive Support and Improvement"
"411800010025","Comprehensive Support and Improvement"
"411902040000","Good Standing"
"411902040001","Good Standing"
"411902040003","Good Standing"
"412000050001","Good Standing"
"412000050004","Good Standing"
"412000050005","Good Standing"
"412000050006","Good Standing"
"412000050007","Good Standing"
"412201060000","Good Standing"
"412201060001","Good Standing"
"412201060003","Good Standing"
"412201060005","Good Standing"
"412201060006","Good Standing"
"412300010000","Target District"
"412300010003","Good Standing"
"412300010005","Good Standing"
"412300010006","Good Standing"
"412300010009","Good Standing"
"412300010011","Good Standing"
"412300010012","Good Standing"
"412300010014","Good Standing"
"412300010016","Good Standing"
"412300010018","Targeted Support and Improvement"
"412300010022","Comprehensive Support and Improvement"
"412300010023","Targeted Support and Improvement"
"412300010024","Good Standing"
"412300010026","Good Standing"
"412300861058","Good Standing"
"412801040000","Good Standing"
"412801040002","Good Standing"
"412801040003","Good Standing"
"412801040004","Good Standing"
"412901040000","Good Standing"
"412901040002","Good Standing"
"412901040003","Good Standing"
"412902060000","Good Standing"
"412902060002","Good Standing"
"412902060003","Good Standing"
"412902060005","Good Standing"
"412902060006","Good Standing"
"412902060007","Good Standing"
"412902060008","Good Standing"
"412902060009","Good Standing"
"420101060000","Good Standing"
"420101060001","Good Standing"
"420101060003","Good Standing"
"420101060005","Good Standing"
"420101060006","Good Standing"
"420101060008","Good Standing"
"420101060009","Good Standing"
"420101060011","Good Standing"
"420303060000","Target District"
"420303060001","Good Standing"
"420303060002","Good Standing"
"420303060003","Good Standing"
"420303060004","Good Standing"
"420303060007","Comprehensive Support and Improvement"
"420303060008","Good Standing"
"420303060009","Good Standing"
"420303060010","Targeted Support and Improvement"
"420303060011","Targeted Support and Improvement"
"420303060014","Good Standing"
"420401060000","Target District"
"420401060002","Good Standing"
"420401060003","Good Standing"
"420401060004","Good Standing"
"420401060005","Good Standing"
"420401060009","Good Standing"
"420401060010","Targeted Support and Improvement"
"420411060000","Good Standing"
"420411060002","Good Standing"
"420411060003","Good Standing"
"420411060004","Good Standing"
"420411060005","Good Standing"
"420411060006","Good Standing"
"420501060000","Good Standing"
"420501060001","Good Standing"
"420501060003","Good Standing"
"420501060004","Good Standing"
"420601040000","Good Standing"
"420601040001","Good Standing"
"420601040003","Good Standing"
"420701060000","Target District"
"420701060001","Good Standing"
"420701060002","Good Standing"
"420701060003","Good Standing"
"420701060004","Good Standing"
"420702030000","Target District"
"420702030001","Good Standing"
"420702030004","Good Standing"
"420702030007","Good Standing"
"420807040000","Target District"
"420807040002","Comprehensive Support and Improvement"
"420807040003","Comprehensive Support and Improvement"
"420807040004","Good Standing"
"420901060000","Target District"
"420901060002","Targeted Support and Improvement"
"420901060003","Good Standing"
"420901060004","Good Standing"
"420901060005","Good Standing"
"420901060006","Targeted Support and Improvement"
"420901060007","Good Standing"
"420901060008","Good Standing"
"420901060009","Good Standing"
"421001060000","Good Standing"
"421001060001","Good Standing"
"421001060002","Good Standing"
"421001060005","Good Standing"
"421001060006","Good Standing"
"421001060007","Good Standing"
"421001060008","Good Standing"
"421101060000","Good Standing"
"421101060001","Good Standing"
"421101060003","Good Standing"
"421101060004","Good Standing"
"421201040000","Good Standing"
"421201040001","Good Standing"
"421201040002","Good Standing"
"421201040003","Good Standing"
"421501060000","Good Standing"
"421501060001","Good Standing"
"421501060002","Good Standing"
"421501060004","Good Standing"
"421501060005","Good Standing"
"421501060009","Good Standing"
"421501060010","Good Standing"
"421501060011","Good Standing"
"421501060012","Good Standing"
"421501060013","Good Standing"
"421501060014","Good Standing"
"421501060015","Good Standing"
"421501060016","Good Standing"
"421501060019","Good Standing"
"421504020000","Good Standing"
"421504020001","Good Standing"
"421601060000","Good Standing"
"421601060002","Good Standing"
"421601060003","Good Standing"
"421601060004","Good Standing"
"421601060005","Good Standing"
"421800010000","Target District"
"421800010003","Comprehensive Support and Improvement"
"421800010004","Comprehensive Support and Improvement"
"421800010006","Good Standing"
"421800010008","Targeted Support and Improvement"
"421800010010","Comprehensive Support and Improvement"
"421800010011","Targeted Support and Improvement"
"421800010012","Good Standing"
"421800010013","Good Standing"
"421800010015","Good Standing"
"421800010021","Good Standing"
"421800010022","Targeted Support and Improvement"
"421800010027","Targeted Support and Improvement"
"421800010028","Comprehensive Support and Improvement"
"421800010031","Good Standing"
"421800010033","Comprehensive Support and Improvement"
"421800010035","Good Standing"
"421800010039","Comprehensive Support and Improvement"
"421800010040","Targeted Support and Improvement"
"421800010042","Targeted Support and Improvement"
"421800010043","Targeted Support and Improvement"
"421800010047","Good Standing"
"421800010048","Comprehensive Support and Improvement"
"421800010052","Good Standing"
"421800010058","Good Standing"
"421800010070","Good Standing"
"421800010071","Targeted Support and Improvement"
"421800010072","Good Standing"
"421800860845","Good Standing"
"421800860854","Good Standing"
"421800861124","Good Standing"
"421800861125","Good Standing"
"421902040000","Good Standing"
"421902040001","Good Standing"
"421902040002","Good Standing"
"430300050000","Good Standing"
"430300050001","Good Standing"
"430300050002","Good Standing"
"430300050004","Good Standing"
"430501040000","Good Standing"
"430501040001","Good Standing"
"430501040002","Good Standing"
"430501040004","Good Standing"
"430700010000","Target District"
"430700010001","Good Standing"
"430700010002","Comprehensive Support and Improvement"
"430700010005","Comprehensive Support and Improvement"
"430700010006","Good Standing"
"430901060000","Good Standing"
"430901060001","Good Standing"
"430901060002","Good Standing"
"430901060003","Good Standing"
"430901060007","Good Standing"
"431101040000","Good Standing"
"431101040001","Good Standing"
"431101040002","Good Standing"
"431101040003","Good Standing"
"431201040000","Good Standing"
"431201040002","Good Standing"
"431201040003","Good Standing"
"431301060000","Good Standing"
"431301060001","Good Standing"
"431301060002","Good Standing"
"431301060003","Good Standing"
"431301060004","Good Standing"
"431401040000","Good Standing"
"431401040001","Good Standing"
"431401040002","Good Standing"
"431701060000","Good Standing"
"431701060001","Good Standing"
"431701060002","Good Standing"
"431701060003","Good Standing"
"431701060004","Good Standing"
"431701060005","Good Standing"
"440102060000","Target District"
"440102060001","Good Standing"
"440102060002","Good Standing"
"440102060003","Good Standing"
"440102060004","Good Standing"
"440102060005","Comprehensive Support and Improvement"
"440201020000","Good Standing"
"440201020001","Good Standing"
"440201020002","Good Standing"
"440301060000","Good Standing"
"440301060001","Good Standing"
"440301060002","Good Standing"
"440301060003","Good Standing"
"440301060004","Good Standing"
"440301060005","Good Standing"
"440401060000","Target District"
"440401060001","Targeted Support and Improvement"
"440401060004","Targeted Support and Improvement"
"440401060005","Good Standing"
"440401060006","Good Standing"
"440401060007","Targeted Support and Improvement"
"440401060008","Good Standing"
"440401060009","Good Standing"
"440601040000","Good Standing"
"440601040001","Good Standing"
"440601040003","Good Standing"
"440601040004","Good Standing"
"440601040005","Good Standing"
"440901040000","Good Standing"
"440901040001","Good Standing"
"440901040003","Good Standing"
"440901040004","Good Standing"
"441000010000","Good Standing"
"441000010006","Good Standing"
"441000010009","Good Standing"
"441000010010","Good Standing"
"441000010014","Good Standing"
"441000010015","Good Standing"
"441000010018","Good Standing"
"441101040000","Good Standing"
"441101040001","Good Standing"
"441101040002","Good Standing"
"441101040003","Good Standing"
"441101040004","Good Standing"
"441101040005","Good Standing"
"441201060001","Good Standing"
"441201060002","Good Standing"
"441201060005","Good Standing"
"441201060006","Good Standing"
"441201060009","Good Standing"
"441201060011","Good Standing"
"441202020001","Good Standing"
"441301060000","Good Standing"
"441301060001","Good Standing"
"441301060002","Good Standing"
"441301060003","Good Standing"
"441301060004","Good Standing"
"441301060006","Good Standing"
"441301060007","Good Standing"
"441600010000","Target District"
"441600010001","Targeted Support and Improvement"
"441600010003","Targeted Support and Improvement"
"441600010004","Good Standing"
"441600010005","Good Standing"
"441600010006","Targeted Support and Improvement"
"441600010009","Good Standing"
"441600010010","Good Standing"
"441600010012","Comprehensive Support and Improvement"
"441600010016","Comprehensive Support and Improvement"
"441600010017","Good Standing"
"441600010020","Good Standing"
"441600010021","Good Standing"
"441800050000","Target District"
"441800050001","Good Standing"
"441800050002","Good Standing"
"441800050005","Targeted Support and Improvement"
"441800050006","Good Standing"
"441903020000","Good Standing"
"441903020001","Good Standing"
"441903020002","Good Standing"
"442101060000","Good Standing"
"442101060002","Good Standing"
"442101060003","Good Standing"
"442101060004","Good Standing"
"442101060007","Good Standing"
"442111020000","Good Standing"
"442111020001","Good Standing"
"442111020002","Good Standing"
"442115020000","Good Standing"
"442115020001","Good Standing"
"442115020002","Good Standing"
"450101060000","Good Standing"
"450101060002","Good Standing"
"450101060003","Good Standing"
"450101060005","Good Standing"
"450607040000","Good Standing"
"450607040002","Good Standing"
"450607040003","Good Standing"
"450704040000","Target District"
"450704040001","Comprehensive Support and Improvement"
"450704040005","Good Standing"
"450801060000","Good Standing"
"450801060002","Good Standing"
"450801060003","Good Standing"
"450801060004","Good Standing"
"451001040000","Good Standing"
"451001040001","Good Standing"
"451001040002","Good Standing"
"460102040000","Good Standing"
"460102040006","Good Standing"
"460102040007","Good Standing"
"460500010000","Target District"
"460500010001","Good Standing"
"460500010005","Good Standing"
"460500010006","Good Standing"
"460500010007","Good Standing"
"460500010008","Good Standing"
"460500010011","Good Standing"
"460701040000","Good Standing"
"460701040001","Good Standing"
"460701040002","Good Standing"
"460701040003","Good Standing"
"460801060000","Target District"
"460801060001","Good Standing"
"460801060002","Good Standing"
"460801060005","Good Standing"
"460801060006","Good Standing"
"460801060007","Good Standing"
"460801060008","Comprehensive Support and Improvement"
"460901060000","Good Standing"
"460901060001","Good Standing"
"460901060002","Good Standing"
"460901060003","Good Standing"
"460901060004","Good Standing"
"460901060005","Good Standing"
"461300010000","Target District"
"461300010002","Good Standing"
"461300010003","Good Standing"
"461300010004","Good Standing"
"461300010005","Good Standing"
"461300010006","Good Standing"
"461300010007","Comprehensive Support and Improvement"
"461300010008","Good Standing"
"461801040000","Good Standing"
"461801040001","Good Standing"
"461801040003","Good Standing"
"461801040004","Good Standing"
"461901040000","Good Standing"
"461901040001","Good Standing"
"461901040002","Good Standing"
"461901040003","Good Standing"
"462001060000","Good Standing"
"462001060001","Good Standing"
"462001060004","Good Standing"
"462001060006","Good Standing"
"470202040000","Good Standing"
"470202040002","Good Standing"
"470202040003","Good Standing"
"470501040000","Good Standing"
"470501040001","Good Standing"
"470801040000","Good Standing"
"470801040001","Good Standing"
"470901040000","Good Standing"
"470901040001","Good Standing"
"471101040000","Good Standing"
"471101040001","Good Standing"
"471201040000","Good Standing"
"471201040001","Good Standing"
"471400010000","Target District"
"471400010002","Good Standing"
"471400010003","Good Standing"
"471400010004","Good Standing"
"471400010007","Targeted Support and Improvement"
"471400010008","Good Standing"
"471601040000","Good Standing"
"471601040004","Good Standing"
"471601040005","Good Standing"
"471601040006","Good Standing"
"471701040000","Good Standing"
"471701040001","Good Standing"
"471701040003","Good Standing"
"472001040000","Good Standing"
"472001040001","Good Standing"
"472001040002","Good Standing"
"472202040000","Good Standing"
"472202040001","Good Standing"
"472506040000","Target District"
"472506040001","Comprehensive Support and Improvement"
"480101060000","Good Standing"
"480101060001","Good Standing"
"480101060002","Good Standing"
"480101060004","Good Standing"
"480101060005","Good Standing"
"480101060006","Good Standing"
"480101060008","Good Standing"
"480102060000","Good Standing"
"480102060001","Good Standing"
"480102060002","Good Standing"
"480102060003","Good Standing"
"480102060005","Good Standing"
"480102060007","Good Standing"
"480401040000","Good Standing"
"480401040001","Good Standing"
"480401040002","Good Standing"
"480401040003","Good Standing"
"480404020000","Good Standing"
"480404020001","Good Standing"
"480503040000","Good Standing"
"480503040001","Good Standing"
"480503040002","Good Standing"
"480503040003","Good Standing"
"480601060000","Good Standing"
"480601060002","Good Standing"
"480601060003","Good Standing"
"480601060004","Good Standing"
"480601060005","Good Standing"
"490101040000","Target District"
"490101040001","Good Standing"
"490101040006","Comprehensive Support and Improvement"
"490202040000","Target District"
"490202040002","Good Standing"
"490202040003","Good Standing"
"490301060000","Good Standing"
"490301060001","Good Standing"
"490301060002","Good Standing"
"490301060003","Good Standing"
"490301060005","Good Standing"
"490301060006","Good Standing"
"490301060007","Good Standing"
"490301060008","Good Standing"
"490501060000","Good Standing"
"490501060002","Good Standing"
"490501060003","Good Standing"
"490601060000","Target District"
"490601060002","Comprehensive Support and Improvement"
"490601060003","Good Standing"
"490601060008","Good Standing"
"490601060009","Good Standing"
"490801080000","Good Standing"
"490801080001","Good Standing"
"490804020000","Good Standing"
"490804020002","Good Standing"
"491200010000","Target District"
"491200010006","Comprehensive Support and Improvement"
"491200010007","Good Standing"
"491302060000","Good Standing"
"491302060001","Good Standing"
"491302060002","Good Standing"
"491302060004","Good Standing"
"491302060005","Good Standing"
"491302060006","Good Standing"
"491401040000","Good Standing"
"491401040001","Good Standing"
"491401040002","Good Standing"
"491501040000","Good Standing"
"491501040002","Good Standing"
"491501040003","Good Standing"
"491700010000","Target District"
"491700010002","Comprehensive Support and Improvement"
"491700010014","Good Standing"
"491700010016","Good Standing"
"491700010018","Good Standing"
"491700010019","Good Standing"
"491700010020","Targeted Support and Improvement"
"491700010021","Good Standing"
"491700860931","Good Standing"
"500101060000","Good Standing"
"500101060001","Good Standing"
"500101060002","Good Standing"
"500101060006","Good Standing"
"500101060007","Good Standing"
"500101060008","Good Standing"
"500101060010","Good Standing"
"500101060011","Good Standing"
"500101060014","Good Standing"
"500101060015","Good Standing"
"500101060016","Good Standing"
"500101060019","Good Standing"
"500101060020","Good Standing"
"500101060022","Good Standing"
"500101060023","Good Standing"
"500101060024","Good Standing"
"500108030000","Good Standing"
"500108030001","Good Standing"
"500108030002","Good Standing"
"500108030003","Good Standing"
"500108030004","Good Standing"
"500108030005","Good Standing"
"500201060000","Target District"
"500201060001","Good Standing"
"500201060004","Good Standing"
"500201060008","Comprehensive Support and Improvement"
"500201060009","Good Standing"
"500201060010","Good Standing"
"500201060011","Good Standing"
"500201060012","Targeted Support and Improvement"
"500201060013","Targeted Support and Improvement"
"500301060000","Good Standing"
"500301060006","Good Standing"
"500301060007","Good Standing"
"500301060008","Good Standing"
"500301060009","Good Standing"
"500304030000","Good Standing"
"500304030002","Good Standing"
"500304030004","Good Standing"
"500304030005","Good Standing"
"500304030006","Good Standing"
"500304030007","Good Standing"
"500308030000","Good Standing"
"500308030003","Good Standing"
"500308030008","Good Standing"
"500308030009","Good Standing"
"500308030010","Good Standing"
"500308030011","Good Standing"
"500401060000","Target District"
"500401060001","Good Standing"
"500401060002","Good Standing"
"500401060004","Good Standing"
"500401060009","Good Standing"
"500401060010","Good Standing"
"500401060011","Good Standing"
"500401060012","Targeted Support and Improvement"
"500402060000","Target District"
"500402060001","Good Standing"
"500402060002","Good Standing"
"500402060003","Good Standing"
"500402060004","Good Standing"
"500402060005","Good Standing"
"500402060006","Good Standing"
"500402060010","Good Standing"
"500402060013","Good Standing"
"500402060014","Targeted Support and Improvement"
"500402060015","Good Standing"
"500402060016","Good Standing"
"500402060018","Targeted Support and Improvement"
"500402060019","Good Standing"
"500402060023","Good Standing"
"510101040000","Good Standing"
"510101040001","Good Standing"
"510101040002","Good Standing"
"510101040003","Good Standing"
"510201060000","Good Standing"
"510201060001","Good Standing"
"510201060003","Good Standing"
"510201060004","Good Standing"
"510401040000","Good Standing"
"510401040001","Good Standing"
"510401040002","Good Standing"
"510501040000","Good Standing"
"510501040001","Good Standing"
"511101060000","Good Standing"
